MarkerName	Allele1	Allele2	Effect	StdErr	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
cg14559229			0.0976	0.1305	0.4545	++	0.0	0.014	1	0.9065
cg14980188			0.0838	0.0769	0.2763	-+	78.1	4.558	1	0.03276
cg08074321			0.0534	0.0869	0.5386	-+	0.0	0.412	1	0.5211
cg05351304			0.0765	0.0499	0.1251	++	0.0	0.377	1	0.5392
cg01232267			0.0467	0.0577	0.4185	++	0.0	0.052	1	0.8189
cg16920446			-0.0214	0.0527	0.6852	-+	41.7	1.715	1	0.1903
cg16890275			0.0366	0.0539	0.4966	+-	20.4	1.256	1	0.2625
cg27209464			0.0098	0.0603	0.8712	-+	33.1	1.495	1	0.2215
cg26617551			-0.0067	0.0337	0.8421	-+	0.0	0.227	1	0.6334
cg19161353			0.0015	0.0658	0.9816	+-	0.0	0.036	1	0.8486
cg21964400			0.0571	0.0355	0.1084	++	0.0	0.382	1	0.5363
cg07989901			-0.0205	0.0540	0.704	+-	41.0	1.696	1	0.1928
cg06575525			0.0434	0.0423	0.3054	++	0.0	0.825	1	0.3637
cg12835434			-0.0778	0.0538	0.1481	--	0.0	0.558	1	0.4549
cg26241629			-0.0578	0.0370	0.1185	--	0.0	0.156	1	0.6932
cg01415058			0.0360	0.0698	0.6062	-+	53.1	2.130	1	0.1444
cg08150885			0.0484	0.0465	0.2975	+-	15.8	1.188	1	0.2757
cg08193563			0.0624	0.0466	0.1806	++	0.0	0.015	1	0.9017
cg04427437			0.0599	0.0385	0.1191	++	4.7	1.049	1	0.3056
cg15429961			-0.0232	0.0632	0.7133	+-	25.6	1.345	1	0.2462
cg14199762			-0.0239	0.0376	0.5252	--	0.0	0.572	1	0.4494
cg01986767			0.0210	0.0367	0.5667	+-	45.2	1.824	1	0.1769
cg07074390			-0.0778	0.0385	0.04315	--	56.1	2.280	1	0.1311
cg23996302			0.0569	0.0586	0.3316	++	17.4	1.210	1	0.2713
cg13138088			-0.0461	0.0584	0.4297	--	0.0	0.484	1	0.4867
cg07132386			0.0814	0.0635	0.2	++	0.0	0.001	1	0.9758
cg00938087			0.0694	0.0802	0.3868	++	0.0	0.189	1	0.6634
cg09284026			-0.0745	0.0537	0.1651	--	0.0	0.046	1	0.8309
cg17179784			0.0669	0.0459	0.1456	-+	71.3	3.489	1	0.06177
cg16857113			0.0216	0.0586	0.713	++	0.0	0.187	1	0.6656
cg18570853			0.0423	0.0607	0.4852	++	0.0	0.008	1	0.9269
cg04802826			-0.0490	0.0558	0.3798	--	0.0	0.244	1	0.6214
cg23658355			0.0494	0.0747	0.5085	++	0.0	0.006	1	0.9374
cg03826252			-0.0563	0.0513	0.2731	-+	0.0	0.555	1	0.4563
cg04047082			-0.0153	0.0300	0.6117	+-	55.9	2.265	1	0.1323
cg10808392			-0.0021	0.0335	0.9492	-+	0.0	0.421	1	0.5167
cg01335729			-0.0514	0.0264	0.05166	--	0.0	0.026	1	0.8723
cg19734301			-0.0263	0.0272	0.3325	--	0.0	0.019	1	0.8914
cg05422475			-0.0487	0.0560	0.385	--	0.0	0.019	1	0.8903
cg23725734			0.1077	0.0589	0.06769	++	53.8	2.165	1	0.1412
cg17017591			-0.0388	0.0972	0.6899	-+	0.0	0.372	1	0.5418
cg13784371			-0.0522	0.0433	0.2285	-+	53.6	2.155	1	0.1421
cg05212440			0.0070	0.0545	0.8976	+-	0.0	0.019	1	0.8901
cg04410762			-0.0231	0.0378	0.5414	+-	76.4	4.241	1	0.03947
cg03435081			0.0217	0.0418	0.6044	++	0.0	0.003	1	0.9576
cg06173470			-0.0106	0.0476	0.823	+-	75.6	4.103	1	0.04281
cg14323117			-0.0393	0.0776	0.6125	--	0.0	0.263	1	0.6084
cg17423419			0.0106	0.1027	0.9179	+-	0.0	0.110	1	0.7398
cg18671115			0.0027	0.0311	0.9312	-+	0.0	0.079	1	0.779
cg00367962			-0.0242	0.1122	0.829	-+	37.5	1.601	1	0.2057
cg17324843			0.0376	0.0419	0.3695	++	0.0	0.026	1	0.8711
cg11499854			0.0178	0.0702	0.7997	-+	0.0	0.172	1	0.6783
cg19414122			0.0357	0.1148	0.7559	+-	34.3	1.523	1	0.2172
cg26967272			-0.2375	0.1221	0.0517	-+	45.0	1.818	1	0.1776
cg06861562			-0.0611	0.0618	0.3233	--	0.0	0.440	1	0.5072
cg04168097			0.0166	0.0650	0.7989	+-	88.2	8.450	1	0.00365
cg26827737			-0.0231	0.0404	0.5671	-+	0.0	0.296	1	0.5861
cg02156680			-0.0543	0.0496	0.2737	--	0.0	0.008	1	0.9286
cg16587623			-0.0428	0.0260	0.1001	--	0.0	0.798	1	0.3717
cg18300555			-0.0261	0.0531	0.6229	--	0.0	0.029	1	0.8654
cg10219783			-0.0577	0.0366	0.1152	--	0.0	0.813	1	0.3673
cg00640628			0.0340	0.0253	0.1786	++	0.0	0.134	1	0.7145
cg08983330			0.0393	0.0574	0.4933	++	0.0	0.102	1	0.7492
cg17561720			-0.0571	0.0450	0.2044	-+	82.2	5.627	1	0.01769
cg02808203			0.0707	0.0441	0.1086	++	44.3	1.797	1	0.1801
cg05660670			-0.0882	0.1009	0.3817	--	0.0	0.029	1	0.8658
cg11999800			0.0012	0.0682	0.9862	+-	0.0	0.182	1	0.6699
cg12673789			-0.0342	0.0455	0.4516	+-	22.7	1.294	1	0.2554
cg01005518			-0.0770	0.0541	0.1543	--	0.0	0.243	1	0.6222
cg13489479			-0.0441	0.0316	0.1622	--	17.0	1.205	1	0.2723
cg16171723			0.0370	0.0336	0.2713	++	0.0	0.369	1	0.5438
cg19318403			0.0162	0.0946	0.8638	-+	0.0	0.153	1	0.6956
cg03170879			-0.0011	0.0381	0.9775	+-	49.8	1.993	1	0.158
cg10920240			-0.0109	0.0743	0.8832	-+	0.0	0.169	1	0.6806
cg11105743			0.0145	0.0679	0.8304	+-	27.2	1.374	1	0.2412
cg00112797			0.0440	0.0335	0.1894	++	0.0	0.410	1	0.5217
cg11717880			0.1099	0.0715	0.1242	++	0.0	0.140	1	0.7082
cg27183007			0.0205	0.0414	0.6212	-+	65.8	2.923	1	0.08733
cg18851575			0.0753	0.0822	0.3593	+-	0.0	0.611	1	0.4346
cg08881796			-0.0166	0.0491	0.736	-+	65.6	2.906	1	0.08827
cg12884043			-0.0033	0.0523	0.9498	--	0.0	0.005	1	0.9459
cg02928345			0.0864	0.0527	0.1014	++	43.1	1.757	1	0.185
cg04919234			0.0216	0.0448	0.6303	-+	0.0	0.980	1	0.3223
cg22510037			0.0348	0.0304	0.2526	++	0.0	0.766	1	0.3815
cg15999099			0.0618	0.0438	0.1577	++	0.0	0.009	1	0.9244
cg23062120			0.0009	0.0522	0.9855	+-	0.0	0.077	1	0.7813
cg17612681			0.0193	0.0422	0.6469	+-	0.0	0.926	1	0.3359
cg25104105			-0.1404	0.1366	0.304	--	0.0	0.853	1	0.3556
cg27652419			0.0598	0.0525	0.2548	+-	6.6	1.070	1	0.3009
cg01249533			-0.0130	0.0384	0.7357	+-	0.0	0.859	1	0.3539
cg05976923			0.0157	0.0580	0.7871	+-	0.0	0.267	1	0.6054
cg21699158			0.0474	0.0946	0.6168	-+	0.0	0.670	1	0.4132
cg16607180			0.0901	0.1043	0.388	++	0.0	0.505	1	0.4774
cg12833292			0.0341	0.0803	0.671	++	0.0	0.012	1	0.9123
cg20976071			0.1358	0.0534	0.01097	++	0.0	0.042	1	0.837
cg06293180			0.0325	0.0434	0.454	++	0.0	0.090	1	0.7637
cg03454397			0.0084	0.0525	0.873	+-	82.3	5.656	1	0.0174
cg03642261			-0.0057	0.0434	0.896	+-	0.0	0.022	1	0.883
cg00426626			-0.0044	0.0550	0.9361	+-	0.0	0.346	1	0.5564
cg22909962			-0.0417	0.0545	0.4442	--	0.0	0.006	1	0.9359
cg08833024			0.0267	0.0463	0.5637	++	0.0	0.381	1	0.5368
cg15697511			-0.0292	0.0310	0.346	--	0.0	0.296	1	0.5864
cg08331261			0.0298	0.0434	0.4924	+-	44.3	1.794	1	0.1804
cg17192599			-0.0760	0.0891	0.3935	--	0.0	0.005	1	0.9437
cg23391372			0.0225	0.0461	0.6262	++	0.0	0.191	1	0.662
cg03953704			-0.1337	0.0847	0.1143	--	0.0	0.655	1	0.4184
cg13830221			0.0133	0.0615	0.8292	++	0.0	0.001	1	0.9796
cg01003599			0.0096	0.1189	0.9353	-+	0.0	0.788	1	0.3747
cg22958354			0.0380	0.0513	0.4588	++	0.0	0.189	1	0.6637
cg27000103			-0.0219	0.0524	0.6756	-+	0.0	0.938	1	0.3327
cg23324537			0.0024	0.0729	0.9743	+-	0.0	0.251	1	0.6166
cg10456583			-0.0470	0.0397	0.2369	--	0.0	0.822	1	0.3647
cg20044770			0.0137	0.0841	0.8703	-+	0.0	0.555	1	0.4564
cg25383510			0.0137	0.0531	0.7959	++	0.0	0.020	1	0.8874
cg05904916			-0.0418	0.0402	0.2981	--	0.0	0.305	1	0.5806
cg07981328			-0.1371	0.1333	0.3035	-+	25.8	1.348	1	0.2457
cg16420756			0.0181	0.0673	0.7884	++	0.0	0.038	1	0.8445
cg02142792			0.0472	0.1011	0.6405	+-	0.0	0.407	1	0.5235
cg04541310			-0.0143	0.0626	0.819	-+	0.0	0.467	1	0.4944
cg01142693			0.0891	0.0414	0.03148	+-	82.6	5.762	1	0.01637
cg19175928			-0.0615	0.0805	0.4452	--	0.0	0.268	1	0.6049
cg25902808			-0.0526	0.0693	0.4478	--	0.0	0.946	1	0.3306
cg16665029			-0.0418	0.1094	0.7022	-+	76.7	4.295	1	0.03823
cg10295325			0.0767	0.0634	0.2262	+-	23.8	1.312	1	0.252
cg02922094			-0.0099	0.0313	0.7518	+-	44.1	1.790	1	0.1809
cg11456896			0.0180	0.0654	0.7834	-+	0.0	0.086	1	0.7698
cg08188555			0.0299	0.0469	0.5232	++	0.0	0.270	1	0.6031
cg01378698			-0.0206	0.0354	0.5604	+-	44.1	1.788	1	0.1812
cg21567971			0.0227	0.1060	0.8303	++	0.0	0.048	1	0.8273
cg16714719			0.0523	0.0352	0.1366	++	0.0	0.661	1	0.4161
cg26375376			0.0261	0.0358	0.4653	+-	54.3	2.188	1	0.1391
cg26075732			-0.0003	0.0457	0.9951	-+	77.9	4.516	1	0.03358
cg23961638			-0.0308	0.0558	0.581	--	0.0	0.503	1	0.4782
cg14122373			-0.0362	0.0885	0.6828	-+	0.0	0.723	1	0.3952
cg19831369			0.0494	0.0315	0.1167	++	0.0	0.597	1	0.4398
cg19754283			0.0698	0.0946	0.4604	++	0.0	0.094	1	0.7597
cg22251172			0.0625	0.0487	0.1987	+-	26.4	1.359	1	0.2436
cg13969271			0.0445	0.0627	0.4779	++	0.0	0.019	1	0.891
cg02114082			-0.0194	0.0583	0.7393	-+	0.0	0.475	1	0.4907
cg04053431			0.0423	0.0484	0.3827	++	0.0	0.004	1	0.9523
cg13185081			0.0460	0.0375	0.2202	++	0.0	0.411	1	0.5215
cg02583132			-0.0912	0.0653	0.1626	--	0.0	0.031	1	0.8593
cg06755717			0.0353	0.0444	0.4263	++	0.0	0.001	1	0.9713
cg26690672			-0.0210	0.1032	0.8386	-+	0.0	0.849	1	0.3569
cg03947051			-0.0728	0.0562	0.1954	+-	62.7	2.680	1	0.1016
cg03262503			0.0248	0.0384	0.5181	++	0.0	0.049	1	0.8257
cg19425554			-0.1104	0.0499	0.02692	--	0.0	0.948	1	0.3303
cg03593369			-0.1614	0.0751	0.03152	--	19.6	1.244	1	0.2646
cg06462796			-0.1119	0.0510	0.02825	--	0.0	0.246	1	0.6198
cg22857109			0.0450	0.0425	0.2896	++	0.0	0.347	1	0.556
cg17515456			-0.0861	0.0510	0.09144	--	0.0	0.352	1	0.5527
cg09587069			-0.0775	0.0615	0.208	-+	0.0	0.645	1	0.4218
cg14464464			0.0284	0.0406	0.4851	++	0.0	0.612	1	0.4341
cg24680497			0.0299	0.0401	0.456	++	0.0	0.246	1	0.6202
cg05929675			-0.1469	0.0609	0.01586	--	0.0	0.991	1	0.3196
cg08150470			-0.0674	0.0290	0.02031	--	18.0	1.220	1	0.2694
cg02226984			0.0142	0.0501	0.7766	++	0.0	0.036	1	0.8485
cg27609819			0.0357	0.0528	0.4988	-+	11.1	1.125	1	0.2889
cg18010825			-0.0182	0.0397	0.6476	--	0.0	0.005	1	0.9435
cg15939448			0.0011	0.0484	0.982	-+	0.0	0.057	1	0.8113
cg25667940			-0.0123	0.0235	0.6011	+-	38.8	1.635	1	0.201
cg15114522			0.0551	0.0417	0.1864	++	0.0	0.429	1	0.5124
cg14478524			0.0431	0.1050	0.6816	-+	57.0	2.327	1	0.1271
cg03910659			-0.0586	0.0401	0.1439	--	0.0	0.212	1	0.6452
cg24226400			0.1283	0.0369	0.0005033	++	0.0	0.158	1	0.6907
cg05208644			0.0573	0.0908	0.528	-+	36.8	1.582	1	0.2084
cg03580443			0.0734	0.0593	0.2156	+-	30.0	1.428	1	0.232
cg16415815			0.0645	0.0460	0.1606	++	0.0	0.054	1	0.817
cg01885839			0.0097	0.0452	0.8298	++	0.0	0.004	1	0.948
cg09541694			0.0448	0.0399	0.2617	++	0.0	0.242	1	0.6231
cg22100731			0.0594	0.0430	0.1666	++	0.0	0.144	1	0.7048
cg14982987			0.0410	0.0503	0.4153	-+	45.0	1.819	1	0.1775
cg01301805			0.0197	0.0481	0.6817	++	0.0	0.032	1	0.8582
cg03764219			-0.0670	0.0535	0.2102	-+	0.0	0.870	1	0.3508
cg01873143			-0.0626	0.0465	0.1781	--	0.0	0.079	1	0.779
cg06999127			0.0058	0.0546	0.9158	++	0.0	0.000	1	0.9844
cg16917080			-0.0587	0.0527	0.2649	--	10.2	1.114	1	0.2913
cg18161956			0.0730	0.0699	0.2968	++	0.0	0.220	1	0.6391
cg14847278			-0.0009	0.0456	0.9836	+-	0.0	0.053	1	0.8172
cg15084903			0.0145	0.0506	0.7742	+-	24.2	1.319	1	0.2508
cg10735689			0.1412	0.0726	0.0518	++	0.0	0.045	1	0.8324
cg27386326			-0.0360	0.0671	0.5918	--	0.0	0.321	1	0.5708
cg11361925			0.0009	0.0782	0.991	-+	0.0	0.007	1	0.933
cg19508683			-0.0949	0.0456	0.03715	--	0.0	0.095	1	0.7577
cg23109996			-0.0083	0.0432	0.8477	+-	0.0	0.278	1	0.5983
cg12673978			0.1823	0.0719	0.01125	++	42.3	1.732	1	0.1881
cg15495463			0.0062	0.0381	0.8719	-+	0.0	0.142	1	0.7063
cg20528838			0.0475	0.0927	0.6087	+-	63.3	2.721	1	0.09903
cg07524429			-0.0947	0.0703	0.1783	--	0.0	0.138	1	0.7106
cg17106384			-0.0161	0.0264	0.542	--	0.0	0.013	1	0.9086
cg19815596			0.2038	0.1459	0.1625	++	0.0	0.520	1	0.4708
cg15959020			0.0669	0.0578	0.2468	++	0.0	0.395	1	0.5298
cg14808132			0.0262	0.0365	0.4732	+-	37.1	1.591	1	0.2072
cg20464884			0.0946	0.0441	0.03194	++	0.0	0.931	1	0.3345
cg12158737			-0.0096	0.0597	0.8724	+-	39.7	1.658	1	0.1979
cg07282454			-0.0058	0.0340	0.8643	-+	0.0	0.247	1	0.619
cg16392310			-0.0927	0.0745	0.2133	--	0.0	0.474	1	0.491
cg04944410			0.0158	0.0352	0.6537	++	0.0	0.110	1	0.7404
cg09377301			-0.0879	0.0853	0.3026	--	29.4	1.416	1	0.234
cg22367492			0.0062	0.0496	0.9001	+-	0.0	0.544	1	0.4609
cg01182189			0.0172	0.0456	0.7064	++	0.0	0.038	1	0.8464
cg09670128			-0.0555	0.0683	0.4165	--	0.0	0.070	1	0.791
cg07456629			-0.0167	0.0430	0.6981	+-	31.4	1.458	1	0.2272
cg00183100			-0.0122	0.0379	0.7474	-+	0.0	0.128	1	0.7207
cg02591578			-0.0278	0.0505	0.5817	+-	42.2	1.731	1	0.1883
cg21874514			-0.1186	0.0632	0.06045	--	84.3	6.364	1	0.01165
cg04662719			0.1337	0.0504	0.008038	++	0.0	0.949	1	0.3301
cg03215145			-0.0143	0.0427	0.7386	-+	76.0	4.166	1	0.04125
cg02317397			0.0133	0.0353	0.7064	-+	84.5	6.453	1	0.01108
cg12334880			0.1587	0.0659	0.01596	++	45.5	1.836	1	0.1754
cg02626855			-0.0180	0.0361	0.6188	-+	0.0	0.566	1	0.452
cg24482512			-0.0548	0.0359	0.1273	--	0.0	0.062	1	0.8026
cg25287257			-0.1920	0.0609	0.001606	--	0.0	0.285	1	0.5931
ch.16.13852091R			-0.0789	0.0834	0.3441	+-	49.2	1.970	1	0.1605
cg03756940			-0.0315	0.0659	0.6331	-+	0.0	0.083	1	0.7735
cg20134916			-0.0333	0.0486	0.494	--	0.0	0.030	1	0.8622
cg23816184			-0.0039	0.0488	0.9365	-+	0.0	0.205	1	0.6508
cg22501554			-0.0410	0.0354	0.2465	--	0.0	0.001	1	0.9787
cg20783699			-0.0364	0.1112	0.7434	+-	41.1	1.698	1	0.1926
cg25474638			0.0127	0.0380	0.7391	++	0.0	0.000	1	0.9878
cg22953687			0.0344	0.0434	0.4282	++	12.8	1.146	1	0.2843
cg09127801			0.0920	0.0331	0.005418	++	0.0	0.239	1	0.6252
cg02867530			0.0545	0.0595	0.359	++	0.0	0.053	1	0.8175
cg01314063			-0.0221	0.0442	0.617	--	0.0	0.019	1	0.8891
cg22448273			-0.0780	0.0608	0.1994	-+	45.4	1.832	1	0.1759
cg07384607			0.0576	0.0340	0.09022	++	0.0	0.081	1	0.7761
cg10003766			0.0313	0.0523	0.5492	++	0.0	0.672	1	0.4125
cg14644209			-0.0473	0.0273	0.08355	--	0.0	0.024	1	0.8769
cg17714423			-0.0186	0.0507	0.7138	--	0.0	0.068	1	0.7938
cg23372544			-0.1464	0.0534	0.006085	--	0.0	0.350	1	0.5541
cg17510859			-0.0402	0.0754	0.594	--	0.0	0.008	1	0.9295
cg03260211			-0.0735	0.0549	0.1805	--	0.0	0.184	1	0.6683
cg02402086			0.0281	0.0511	0.5821	++	0.0	0.006	1	0.9372
cg20513548			-0.0632	0.0492	0.1992	--	0.0	0.002	1	0.9638
cg13452951			-0.0027	0.0833	0.9739	-+	35.2	1.543	1	0.2142
cg16519197			-0.0592	0.0548	0.28	--	0.0	0.076	1	0.7828
cg27309649			0.0870	0.0867	0.3158	++	0.0	0.151	1	0.6975
cg18192574			-0.0061	0.0439	0.8899	+-	0.0	0.113	1	0.7366
cg13303654			0.0319	0.0835	0.7022	++	0.0	0.045	1	0.8313
cg06859037			-0.0418	0.0604	0.4885	-+	0.0	0.238	1	0.6258
cg00736915			0.0134	0.0437	0.7588	-+	83.9	6.196	1	0.0128
cg00752478			0.0431	0.0461	0.3501	++	0.0	0.112	1	0.7382
cg06696874			0.0378	0.0294	0.1994	++	0.0	0.047	1	0.8282
cg21580588			0.0456	0.0299	0.1281	++	0.0	0.527	1	0.4679
cg26585701			-0.0205	0.0684	0.7644	+-	0.0	0.906	1	0.3411
cg07015784			0.0721	0.0448	0.1077	-+	82.3	5.649	1	0.01747
cg24168828			0.0140	0.0444	0.7527	+-	0.0	0.674	1	0.4118
cg01185530			-0.0844	0.0602	0.1608	-+	62.0	2.632	1	0.1048
cg02134305			-0.0487	0.0501	0.3309	--	0.0	0.062	1	0.803
cg21014483			-0.0417	0.0290	0.1495	--	7.5	1.081	1	0.2985
cg24485614			0.0031	0.0888	0.9719	-+	0.0	0.189	1	0.6636
cg25693279			0.0181	0.0566	0.7484	++	0.0	0.010	1	0.9209
cg01247490			-0.0481	0.0685	0.4831	--	0.0	0.468	1	0.4938
cg27025731			0.1009	0.0939	0.2825	++	0.0	0.000	1	0.9906
cg10772290			-0.1367	0.1140	0.2305	--	0.0	0.483	1	0.4872
cg19435307			0.0319	0.0710	0.6534	+-	70.4	3.373	1	0.06626
cg19511220			-0.0032	0.0395	0.9362	-+	0.0	0.472	1	0.4919
cg12371169			0.0484	0.0386	0.2095	++	0.0	0.310	1	0.5774
cg13960576			0.0441	0.0384	0.2511	-+	37.2	1.592	1	0.207
cg06255307			-0.0538	0.0552	0.3298	--	0.0	0.000	1	0.9888
cg17379209			-0.0922	0.0482	0.0561	--	0.0	0.922	1	0.3369
cg11489382			0.0168	0.0331	0.6132	++	0.0	0.393	1	0.531
cg26496705			0.0076	0.0427	0.8596	+-	41.2	1.700	1	0.1922
cg18634211			-0.0952	0.1634	0.56	-+	79.6	4.896	1	0.02692
cg17892150			0.0430	0.0686	0.5305	++	0.0	0.652	1	0.4194
cg25622928			0.0319	0.0615	0.6035	+-	22.0	1.283	1	0.2574
cg08263974			-0.0792	0.0764	0.3	--	30.2	1.432	1	0.2314
cg25761728			-0.0345	0.0420	0.4106	--	0.0	0.044	1	0.834
cg06163629			-0.0686	0.0508	0.1766	--	0.0	0.180	1	0.6718
cg18876173			-0.0031	0.0620	0.9596	-+	68.2	3.144	1	0.07621
cg09220040			0.0196	0.0588	0.7385	++	0.0	0.056	1	0.8124
cg10961186			0.0046	0.0554	0.9335	+-	87.9	8.291	1	0.003984
cg02485200			-0.0548	0.0378	0.1469	--	0.0	0.422	1	0.5159
cg15974216			-0.0052	0.0531	0.9226	-+	0.0	0.114	1	0.7353
cg07621610			-0.0467	0.0453	0.3022	--	0.0	0.056	1	0.8122
cg10572054			-0.0584	0.0574	0.3085	--	0.0	0.447	1	0.5035
cg27096807			0.0044	0.0447	0.9217	-+	0.0	0.252	1	0.6153
cg18222855			0.0391	0.0408	0.3373	++	0.0	0.007	1	0.9348
cg20825892			-0.0398	0.0276	0.15	--	0.0	0.582	1	0.4455
cg11271129			-0.0177	0.0527	0.7372	+-	37.1	1.591	1	0.2072
cg11637118			0.0214	0.0301	0.476	+-	0.0	0.979	1	0.3226
cg26962579			0.0831	0.0870	0.3395	++	0.0	0.019	1	0.8895
cg27551597			0.0040	0.0845	0.9622	-+	9.2	1.101	1	0.294
cg15590461			-0.0420	0.0531	0.4295	--	0.0	0.006	1	0.9358
cg04166199			0.0378	0.0434	0.3832	++	0.0	0.003	1	0.9557
cg23130729			0.0120	0.0706	0.8652	++	0.0	0.001	1	0.978
cg00688264			-0.1249	0.0938	0.1829	-+	74.9	3.992	1	0.04573
cg11107167			0.0076	0.0571	0.894	++	0.0	0.001	1	0.9692
cg15751812			0.0204	0.0375	0.5867	-+	0.0	0.248	1	0.6184
cg08625380			-0.0759	0.0596	0.2033	--	0.0	0.518	1	0.4716
cg21074485			0.0268	0.0278	0.3352	++	0.0	0.011	1	0.915
cg14869527			-0.0345	0.0725	0.634	-+	0.0	0.337	1	0.5616
cg06636625			0.0251	0.0598	0.6749	++	0.0	0.099	1	0.7533
cg19079546			-0.0230	0.0376	0.5409	--	44.4	1.799	1	0.1799
cg11071901			0.0279	0.0934	0.7654	-+	0.0	0.684	1	0.408
cg25791585			0.0177	0.0361	0.6241	++	0.0	0.060	1	0.8068
cg17140034			0.1234	0.1179	0.2951	++	0.0	0.196	1	0.6578
cg25306023			-0.0490	0.0477	0.304	--	0.0	0.058	1	0.809
cg00169770			0.0330	0.0431	0.4436	+-	23.9	1.314	1	0.2517
cg21246336			-0.0476	0.0478	0.3193	--	0.0	0.117	1	0.7327
cg09477121			-0.0000	0.0396	0.9998	+-	0.0	0.100	1	0.7523
cg17031357			0.0097	0.0403	0.8099	-+	30.9	1.447	1	0.2291
cg25277041			-0.0149	0.0786	0.8499	--	0.0	0.020	1	0.8889
cg13568343			-0.0517	0.0640	0.4191	--	0.0	0.591	1	0.4421
cg10250660			0.0193	0.0672	0.7735	+-	0.0	0.214	1	0.6435
cg12082325			-0.0088	0.0260	0.734	--	0.0	0.067	1	0.7964
cg05938285			0.0053	0.0414	0.8983	++	0.0	0.003	1	0.9576
cg17803546			0.0199	0.0460	0.6651	+-	0.0	0.814	1	0.3668
cg16372825			-0.0587	0.0388	0.1306	+-	61.0	2.562	1	0.1095
cg11485188			-0.0546	0.0499	0.2739	--	0.0	0.077	1	0.782
cg00562504			-0.0476	0.0585	0.4158	--	0.0	0.323	1	0.5701
cg16989086			0.0388	0.0726	0.5932	-+	57.1	2.331	1	0.1269
cg11320144			0.0864	0.0353	0.01441	++	11.4	1.129	1	0.288
cg00301998			0.0378	0.0291	0.1944	++	0.0	0.470	1	0.4931
cg01241758			0.0112	0.0363	0.7585	-+	0.0	0.600	1	0.4386
cg17555914			0.2063	0.1093	0.05912	++	0.0	0.245	1	0.6209
cg04246070			0.0519	0.0500	0.2991	++	0.0	0.039	1	0.8443
cg06196666			-0.0321	0.0816	0.6937	--	0.0	0.005	1	0.9418
cg21037853			0.0175	0.0425	0.6804	++	0.0	0.004	1	0.9526
cg02550113			-0.0368	0.0865	0.6707	--	0.0	0.070	1	0.7915
cg03864714			-0.0012	0.0297	0.9673	-+	4.0	1.042	1	0.3073
cg04954112			0.0389	0.0427	0.3623	++	0.0	0.393	1	0.5309
cg15069247			0.0149	0.0632	0.8137	-+	0.0	0.480	1	0.4886
cg27089966			0.0848	0.2425	0.7267	+-	23.1	1.301	1	0.2541
cg13925217			-0.0123	0.0400	0.7582	+-	0.0	0.263	1	0.6084
cg00113373			-0.0064	0.0767	0.9333	-+	0.0	0.267	1	0.6054
cg06057319			-0.0456	0.0835	0.5848	--	0.0	0.008	1	0.9274
cg00995582			0.0683	0.0459	0.137	++	51.9	2.080	1	0.1492
cg08783206			-0.0357	0.1002	0.722	-+	0.0	0.432	1	0.5109
cg10302781			-0.0299	0.0402	0.4566	--	0.0	0.021	1	0.8854
cg03116171			0.0875	0.0464	0.05946	++	0.0	0.901	1	0.3424
cg25574111			0.0384	0.0564	0.4958	++	0.0	0.883	1	0.3473
cg26457178			-0.0179	0.0541	0.7406	-+	32.6	1.484	1	0.2231
cg24159451			-0.0721	0.0476	0.1302	--	0.0	0.310	1	0.5776
cg16045043			0.1094	0.0454	0.01611	++	0.0	0.266	1	0.6059
cg18992943			0.0068	0.0486	0.8881	+-	55.8	2.261	1	0.1327
cg05107814			0.0363	0.0288	0.2081	++	0.0	0.187	1	0.6658
cg06715246			-0.0201	0.0451	0.6562	-+	0.0	0.381	1	0.5369
cg03383770			0.0155	0.0433	0.7207	+-	0.0	0.430	1	0.5118
cg01806382			0.0744	0.0422	0.07826	++	0.0	0.709	1	0.3996
cg03198741			0.0231	0.0624	0.7112	+-	0.0	0.548	1	0.459
cg05450629			0.1069	0.0487	0.028	++	38.3	1.622	1	0.2028
cg07666882			0.1945	0.1253	0.1206	++	0.0	0.432	1	0.5108
cg14475527			-0.0929	0.0670	0.1656	--	0.0	0.264	1	0.6074
cg06072257			-0.0022	0.0510	0.9656	-+	0.0	0.548	1	0.4591
cg19439666			-0.0655	0.0492	0.1833	--	0.0	0.291	1	0.5897
cg20985649			-0.0191	0.0300	0.525	--	0.0	0.000	1	0.988
cg20972407			-0.0554	0.0541	0.306	-+	47.1	1.892	1	0.169
cg09918085			-0.0206	0.0367	0.574	--	0.0	0.123	1	0.7261
cg05751563			0.0398	0.1044	0.703	++	0.0	0.091	1	0.7627
cg00798342			-0.0372	0.0480	0.4383	+-	21.3	1.271	1	0.2596
cg01880902			-0.0680	0.0380	0.07333	--	4.8	1.050	1	0.3055
cg03217337			0.0540	0.0557	0.3324	++	0.0	0.163	1	0.6866
cg08398691			0.0384	0.0464	0.4078	++	0.0	0.078	1	0.7802
cg10300627			0.2476	0.1399	0.07664	++	0.0	0.176	1	0.6751
cg16300679			-0.0106	0.0377	0.7782	-+	58.3	2.400	1	0.1214
cg22060844			0.0061	0.1108	0.9559	-+	10.4	1.116	1	0.2907
cg08332093			-0.0437	0.0540	0.4186	--	0.0	0.463	1	0.4963
cg05853194			0.0126	0.0479	0.7917	-+	0.0	0.591	1	0.442
cg06675775			-0.0401	0.0358	0.2622	-+	82.6	5.757	1	0.01643
